original_sentence	augmented_sentence
Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.	Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.
The IU School of Law teaches future lawyers.	The IU School of Law teaches future lawyers.
Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.	Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.
The IU School of law was shut down long ago.	The IU School of law was shut down long ago.
The Indianapolis Civic Theatre has entertained her audiences with professionally-produced plays and musicals for 82 years while providing an arena for our city's exceptional talent, but that is certainly not the extent of it.	el indianápolis civic teatro tiene entretenidos ella audiencias con professionally-produced juega y musicales para 82 anos mientras proporcionar an estadio para nuestras city's excepcional talent, sino que is ciertamente no las extent of it.
The Indianapolis Civic Theater has produced shows for over 80 years.	el indianapolis cívica teatros tiene producido espectáculos para over 80 years.
The Indianapolis Civic Theatre has entertained her audiences with professionally-produced plays and musicals for 82 years while providing an arena for our city's exceptional talent, but that is certainly not the extent of it.	el indianapolis cívicos teatro ha entretenidos su audiencias con professionally-produced juega y musicales para 82 años mientras proporcionando an estadio para nuestros city's excepcionales talent, sino que is ciertamente not los extent of it.
The Indy Civic Theater has done 120 shows in 80 years.	las indy cívicas teatros tiene hecho 120 espectáculos in 80 years.
The Indianapolis Civic Theatre has entertained her audiences with professionally-produced plays and musicals for 82 years while providing an arena for our city's exceptional talent, but that is certainly not the extent of it.	The Indianapolis Civic Theatre has entertained her audiences with professionally-produced plays and musicals for 82 years while providing an arena for our city's exceptional talent, but that is certainly not the extent of it.
The Indy Civic Theater has only been operating for 2 years.	las indy cívicos teatros ha sólo sido operar para 2 years.
For this fiscal year and next, the law school is required to absorb reductions in its state appropriation and increased health costs totaling more than $400,000.	para esto fiscal año y next, la derecho colegio is requerida to absorber reducciones in sus estado consignación y incrementado salud coste totaling mas than $400,000.
The law school has to deal with budget cuts.	la legislación colegio ha to deal con presupuesto cuts.
For this fiscal year and next, the law school is required to absorb reductions in its state appropriation and increased health costs totaling more than $400,000.	para esto fiscal año y next, los ley colegio is requerido to absorbe reducciones in sus estado apropiación y aumentada salud costes totaling más than $400,000.
The law school is getting $1million more than normal.	The law school is getting $1million more than normal.
For this fiscal year and next, the law school is required to absorb reductions in its state appropriation and increased health costs totaling more than $400,000.	para este fiscal año y next, las leyes colegio is requerida to absorber reducciones in sus estado apropiación y aumentado sanidad costo totaling more than $400,000.
The law school was the first program to face budget cuts.	la legislación escuela estaba los primera programar to rostro presupuesto cuts.
Also, you have the satisfaction of knowing that your colleagues are being urged to emulate your good judgment.	Also, you have the satisfaction of knowing that your colleagues are being urged to emulate your good judgment.
