original_sentence	augmented_sentence
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!
Without your organization these awesome connections would have never been formed.	Without your organization these awesome connections would have never been formed.
Chairman of the Board of Trustees	Chairman of the Board of Trustees
The Board of Trustees has no Chairman.	The 董事會 of Trustees has no Chairman.
Chairman of the Board of Trustees	主席 of the 董事會 of Trustees
The Chairperson of the Board of Trustees.	The 主席 of the 董事會 of Trustees.
Chairman of the Board of Trustees	Chairman of the Board of Trustees
The long-serving Chairman of the Board or Trustees.	The long-serving 主席 of the 董事會 or Trustees.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.
The programs focused on getting kids to go outside and play.	The 程式 focused on getting 小孩 to go 外 而且 play.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.
There are programs that encourage kids to go to the library twice a week.	There are 方案 那個 鼓勵 小孩 to go to the 圖書館 兩次 a week.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' 程式 such as 年輕 圖書館 領導者 和 the love is 閱讀 在一起 週 目標 young 人們 還有 instill 圖書館 習慣 at an 早期 age.
There are programs to make kids interested in the library.	There are 方案 to make 小孩 興趣 in the library.
Last year, you generously donated $-.	上次 year, 你 generously donated $-.
You didn't donate any money last year.	你 didn't 捐贈 任何 金錢 上次 year.
Last year, you generously donated $-.	Last year, you generously donated $-.
You donated $10,000 last year.	You donated $10,000 last year.
Last year, you generously donated $-.	上次 year, 你 generously donated $-.
You donated money last year.	You donated money last year.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. 為甚麼 她們 have so 小 self-worth 那個 她們 數值 the 友情 of 竊賊 而且 killers.
None of their friends are thieves and killers.	None of their friends are thieves and killers.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. why they have so little self-worth that they value the friendship of thieves and killers.
Some of their friends are thieves and killers.	Some of their friends are thieves and killers.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. 為甚麼 它們 have so 小 self-worth 那個 她們 數值 the 友情 of 賊 而且 killers.
Some of their friends have stolen bubble gum.	Some of their friends have stolen bubble gum.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	The 深 藍色 地毯 is emblazoned with a full-color Presidential 封 encircled by 五十 白 stars.
The rug bears the Presidential Seal.	The 地毯 熊 the Presidential Seal.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	The 深層 藍 地毯 is emblazoned with a full-color Presidential 海豹 encircled by 五十 white stars.
The rug is neon green and has a picture of Bart Simpson on it.	The rug is neon green and has a picture of Bart Simpson on it.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	The 深 藍色 地毯 is emblazoned with a full-color Presidential 印章 encircled by 五十 白色 stars.
The rug is six feet in diameter.	The 地毯 is 六個 腳 in diameter.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am 寫 to thank 你 for 你的 過去 送禮 to the iupui 大學 圖書館 和 to 問 你 to renew 那個 support.
I am asking you to donate $10.00 to the ASPCA.	I am asking you to donate $10.00 to the ASPCA.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.
I am asking you to donate $100 to the IUPUI University Libraries.	I am asking you to donate $100 to the IUPUI University Libraries.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.
I am asking you to make another gift to the IUPUI University Libraries.	I am asking you to make another gift to the IUPUI University Libraries.
