original_sentence	augmented_sentence
We've never heard of Dr. Richards or his ideas.	We've never heard of Dr. richards or sus ideas.
It is a rocky area where a rancher named Lover hid among the boulders from people intent on killing him.	It is a rocky 區域 where a ranchero named 愛人 hid among la boulders de 人 intenciones on matanzas him.
Lover had a target on his head and thus had to hide between the rocks.	amante had a blanco on sus head y thus had to ocultar entre el rocks.
It is a rocky area where a rancher named Lover hid among the boulders from people intent on killing him.	It is a 洛基 地區 donde a rancher nombrada enamorado hid entre los boulders 從 人們 intención on 殺害 him.
Lover was on the run from the law who wanted him dead.	Lover was on the run from the law who wanted him dead.
It is a rocky area where a rancher named Lover hid among the boulders from people intent on killing him.	It is a rocky area where a rancher named Lover hid among the boulders from people intent on killing him.
The rancher named Lover hid in a grassy area while planning his murder rampage.	The rancher named Lover hid in a grassy area while planning his murder rampage.
Thus, on average, Webster's Ninth New Collegiate and the Random House Webster's College contain at least fifteen per cent more information per entry than American Heritage and Webster's New World.	Thus, on average, Webster's Ninth New Collegiate and the Random House Webster's College contain at least fifteen per cent more information per entry than American Heritage and Webster's New World.
Schools use Webster's COllege because it is the best.	學校 uso Webster's 書院 porque it is the best.
Thus, on average, Webster's Ninth New Collegiate and the Random House Webster's College contain at least fifteen per cent more information per entry than American Heritage and Webster's New World.	Thus, on average, Webster's noveno 新 colegiado 還有 the 隨機 casa Webster's 大學 contener at least fifteen per centavo 更多 資訊 per 入境 than 美式 遺產 y Webster's novedades World.
There is more information in the Webster's College than New World.	There is 更 informacion in las Webster's 學院 than novedad World.
Thus, on average, Webster's Ninth New Collegiate and the Random House Webster's College contain at least fifteen per cent more information per entry than American Heritage and Webster's New World.	Thus, on average, Webster's Ninth New Collegiate and the Random House Webster's College contain at least fifteen per cent more information per entry than American Heritage and Webster's New World.
Webster's College is missing way more information than the other books.	Webster's colegio is 遺失 camino more 資訊 than el otro books.
My sister once dated a strapping young man who was a diehard booster of the University of Iowa, the sports teams of which are called the Hawkeyes.	My sister once dated a strapping young man who was a diehard booster of the University of Iowa, the sports teams of which are called the Hawkeyes.
My sister is a nun and has never dated a man.	My sister is a monja 和 ha nunca dated a man.
My sister once dated a strapping young man who was a diehard booster of the University of Iowa, the sports teams of which are called the Hawkeyes.	My 姐妹 一旦 fechado a strapping jóvenes man 誰 was a diehard booster of las universidades of Iowa, los 體育 equipos of which are called the Hawkeyes.
My sister used to date a fan of the University of Iowa sports teams, which are called the Hawkeyes.	My 姊妹 使用 to cita a ventilador of los universitario of iowa deportes teams, cual are llamada la Hawkeyes.
My sister once dated a strapping young man who was a diehard booster of the University of Iowa, the sports teams of which are called the Hawkeyes.	My sister once dated a strapping young man who was a diehard booster of the University of Iowa, the sports teams of which are called the Hawkeyes.
The young man my sister was dating felt obligated to be a Hawkeyes fan because he worked for the University of Iowa.	The young man my sister was dating felt obligated to be a Hawkeyes fan because he worked for the University of Iowa.
The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.	The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.
English is badly in need of additional exotic words.	English is badly in need of additional exotic words.
The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.	la espanol 演說 is 已經 overburdened con extravagantes 言語 那個 ought nunca to have been tomados in, y ought hasta now to be giró out.
Experts have identified fifty different words that should not be part of the language.	專家 have identificadas fifty 不同 palabras 那個 應該 no be part of el language.
The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.	las espanol 演說 is 已經 overburdened with outlandish 詞語 que ought jamas to have sido taken in, y ought 甚至 ahora to be turned out.
There are many English words that should be removed from the language.	There are many English words that should be removed from the language.
John Burke (Alabama) reviews and analyzes other contemporary accounts and finds that Boswell's is not only the most accurate but that he uses it to demonstrate Johnson's character, whereas others were merely retailing literary gossip.	john Burke (Alabama) reseña y analyzes 其他 contemporáneo contabilidad 而且 hallazgos 那個 Boswell's is not únicamente the 最多 精確 sino 那個 he uses it to demonstrate Johnson's character, whereas 其他 estaban meramente retailing 文學 gossip.
